"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1988-11",100.4136,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1988-12",100.5635,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1989-01",100.6974,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1989-02",100.8135,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1989-03",100.9217,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1989-04",101.0337,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1989-05",101.1526,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1989-06",101.2745,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1989-07",101.3947,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1989-08",101.5162,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1989-09",101.6431,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1989-10",101.7755,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1989-11",101.9062,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1989-12",102.0201,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1990-01",102.1014,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1990-02",102.2215,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1990-03",102.3065,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1990-04",102.3568,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1990-05",102.3739,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1990-06",102.3422,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1990-07",102.2505,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1990-08",102.1033,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1990-09",101.917,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1990-10",101.7132,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1990-11",101.5137,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1990-12",101.3258,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1991-01",101.1513,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1991-02",100.9851,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1991-03",100.8294,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1991-04",100.6854,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1991-05",100.5551,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1991-06",100.4327,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1991-07",100.3068,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1991-08",100.1724,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1991-09",100.0365,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1991-10",99.90874,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1991-11",99.80443,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1991-12",99.72376,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1992-01",99.66123,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1992-02",99.61107,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1992-03",99.56788,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1992-04",99.52495,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1992-05",99.4753,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1992-06",99.40135,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1992-07",99.28166,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1992-08",99.10946,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1992-09",98.89282,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1992-10",98.64591,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1992-11",98.40005,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1992-12",98.18391,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1993-01",98.01844,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1993-02",97.91615,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1993-03",97.87753,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1993-04",97.89735,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1993-05",97.96622,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1993-06",98.06229,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1993-07",98.17226,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1993-08",98.2935,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1993-09",98.44141,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1993-10",98.6403,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1993-11",98.89746,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1993-12",99.21743,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1994-01",99.60207,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1994-02",100.0289,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1994-03",100.4758,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1994-04",100.9166,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1994-05",101.3235,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1994-06",101.6748,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1994-07",101.9561,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1994-08",102.1647,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1994-09",102.3014,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1994-10",102.3591,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1994-11",102.3242,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1994-12",102.1958,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1995-01",101.9867,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1995-02",101.7016,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1995-03",101.3544,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1995-04",100.9784,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1995-05",100.6136,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1995-06",100.2727,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1995-07",99.95936,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1995-08",99.67976,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1995-09",99.44157,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1995-10",99.25296,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1995-11",99.11755,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1995-12",99.02596,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1996-01",98.96622,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1996-02",98.93835,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1996-03",98.9332,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1996-04",98.95249,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1996-05",99.00346,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1996-06",99.07592,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1996-07",99.1487,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1996-08",99.21088,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1996-09",99.25352,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1996-10",99.28013,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1996-11",99.29987,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1996-12",99.33888,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1997-01",99.41804,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1997-02",99.52719,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1997-03",99.65985,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1997-04",99.80385,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1997-05",99.93754,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1997-06",100.0518,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1997-07",100.1521,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1997-08",100.24,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1997-09",100.318,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1997-10",100.3857,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1997-11",100.4499,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1997-12",100.5197,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1998-01",100.5968,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1998-02",100.6731,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1998-03",100.7296,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1998-04",100.7353,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1998-05",100.6749,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1998-06",100.5537,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1998-07",100.3737,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1998-08",100.1539,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1998-09",99.92503,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1998-10",99.72721,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1998-11",99.58173,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1998-12",99.50179,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1999-01",99.48927,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1999-02",99.53918,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1999-03",99.64877,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1999-04",99.81724,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1999-05",100.0401,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1999-06",100.3074,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1999-07",100.598,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1999-08",100.8767,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1999-09",101.1221,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1999-10",101.3164,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1999-11",101.4666,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","1999-12",101.5866,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2000-01",101.6764,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2000-02",101.7304,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2000-03",101.7476,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2000-04",101.7318,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2000-05",101.6929,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2000-06",101.634,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2000-07",101.5584,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2000-08",101.4657,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2000-09",101.3519,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2000-10",101.2231,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2000-11",101.0906,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2000-12",100.9457,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2001-01",100.7795,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2001-02",100.5899,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2001-03",100.3763,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2001-04",100.1433,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2001-05",99.90542,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2001-06",99.67358,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2001-07",99.45793,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2001-08",99.2779,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2001-09",99.15095,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2001-10",99.09432,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2001-11",99.11234,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2001-12",99.19224,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2002-01",99.31033,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2002-02",99.44186,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2002-03",99.56101,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2002-04",99.64657,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2002-05",99.67875,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2002-06",99.65813,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2002-07",99.60064,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2002-08",99.5343,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2002-09",99.48286,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2002-10",99.44386,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2002-11",99.40438,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2002-12",99.36012,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2003-01",99.30386,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2003-02",99.24218,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2003-03",99.18903,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2003-04",99.16772,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2003-05",99.19344,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2003-06",99.28747,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2003-07",99.4392,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2003-08",99.6311,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2003-09",99.83908,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2003-10",100.032,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2003-11",100.1879,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2003-12",100.3016,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2004-01",100.3834,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2004-02",100.4531,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2004-03",100.5222,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2004-04",100.5892,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2004-05",100.641,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2004-06",100.6523,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2004-07",100.6212,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2004-08",100.5583,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2004-09",100.4751,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2004-10",100.3698,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2004-11",100.2509,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2004-12",100.1336,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2005-01",100.0307,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2005-02",99.93871,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2005-03",99.8528,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2005-04",99.7641,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2005-05",99.67953,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2005-06",99.61101,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2005-07",99.57305,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2005-08",99.5785,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2005-09",99.62698,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2005-10",99.71229,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2005-11",99.8327,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2005-12",99.99146,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2006-01",100.1879,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2006-02",100.398,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2006-03",100.6069,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2006-04",100.7966,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2006-05",100.9526,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2006-06",101.0729,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2006-07",101.164,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2006-08",101.2307,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2006-09",101.2839,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2006-10",101.3349,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2006-11",101.3938,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2006-12",101.4631,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2007-01",101.5372,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2007-02",101.607,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2007-03",101.6529,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2007-04",101.6721,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2007-05",101.6653,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2007-06",101.6237,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2007-07",101.5392,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2007-08",101.4149,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2007-09",101.265,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2007-10",101.1039,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2007-11",100.9362,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2007-12",100.7647,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2008-01",100.5934,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2008-02",100.42,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2008-03",100.2383,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2008-04",100.0344,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2008-05",99.7949,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2008-06",99.50444,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2008-07",99.16335,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2008-08",98.78561,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2008-09",98.39354,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2008-10",98.00995,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2008-11",97.67626,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2008-12",97.43346,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2009-01",97.28741,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2009-02",97.23298,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2009-03",97.28195,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2009-04",97.44656,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2009-05",97.72138,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2009-06",98.08022,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2009-07",98.48169,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2009-08",98.88596,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2009-09",99.26075,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2009-10",99.59078,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2009-11",99.87187,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2009-12",100.1111,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2010-01",100.3226,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2010-02",100.5084,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2010-03",100.6742,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2010-04",100.8288,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2010-05",100.9754,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2010-06",101.1249,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2010-07",101.27,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2010-08",101.4154,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2010-09",101.5707,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2010-10",101.7402,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2010-11",101.9066,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2010-12",102.0458,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2011-01",102.1217,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2011-02",102.1097,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2011-03",102.0011,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2011-04",101.8055,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2011-05",101.5345,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2011-06",101.218,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2011-07",100.8784,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2011-08",100.5484,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2011-09",100.2787,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2011-10",100.1135,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2011-11",100.0653,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2011-12",100.1107,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2012-01",100.1961,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2012-02",100.2721,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2012-03",100.3018,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2012-04",100.2677,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2012-05",100.1669,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2012-06",100.0159,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2012-07",99.85069,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2012-08",99.69932,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2012-09",99.58219,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2012-10",99.5118,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2012-11",99.48988,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2012-12",99.51553,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2013-01",99.56777,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2013-02",99.62107,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2013-03",99.65566,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2013-04",99.68444,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2013-05",99.73606,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2013-06",99.82577,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2013-07",99.95431,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2013-08",100.1115,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2013-09",100.2684,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2013-10",100.3951,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2013-11",100.4781,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2013-12",100.5029,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2014-01",100.4811,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2014-02",100.4313,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.3551,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.2549,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.1415,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.0124,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2014-07",99.87267,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2014-08",99.73812,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2014-09",99.6076,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2014-10",99.48557,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2014-11",99.37053,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2014-12",99.26101,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2015-01",99.16586,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2015-02",99.10736,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2015-03",99.10219,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2015-04",99.14176,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2015-05",99.21203,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2015-06",99.29121,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2015-07",99.3672,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2015-08",99.42395,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2015-09",99.46048,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2015-10",99.4756,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2015-11",99.47146,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2015-12",99.44272,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2016-01",99.39059,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2016-02",99.32905,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2016-03",99.28158,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2016-04",99.26305,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.27999,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.32575,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.39541,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.49493,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2016-09",99.62342,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2016-10",99.77596,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2016-11",99.94468,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2016-12",100.1208,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2017-01",100.2973,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2017-02",100.4667,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2017-03",100.6268,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2017-04",100.7769,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2017-05",100.9178,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2017-06",101.0496,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2017-07",101.1763,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2017-08",101.2975,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2017-09",101.4251,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2017-10",101.5536,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2017-11",101.6695,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2017-12",101.7585,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2018-01",101.8141,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2018-02",101.8391,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2018-03",101.8401,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2018-04",101.8242,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2018-05",101.7949,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2018-06",101.7566,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2018-07",101.7108,
"AUT","CLI","AMPLITUD","LTRENDIDX","M","2018-08",101.6532,
