"","X","Return","APINFLATION","APRGDP","phase_GDP","phase_INFLATION","phase","Date","phase_id","Phase"
"58","1998-11-30",13.9288350144253,1.46430750457588,6.46352091623171,"High","Low","HighLow","1998-11-30",7,"HighGDP&LowInflation(7)"
"59","1998-12-31",5.48379497850455,2.19378427787943,6.46352091623171,"High","Stable","HighStable","1998-12-31",8,"HighGDP&StableInflation(8)"
"60","1999-01-31",4.88326866352158,2.18978102189769,6.46352091623171,"High","Stable","HighStable","1999-01-31",8,"HighGDP&StableInflation(8)"
"61","1999-02-28",2.87711702760007,0,3.7858875233987,"High","Low","HighLow","1999-02-28",7,"HighGDP&LowInflation(7)"
"62","1999-03-31",-3.2243877199034,0.728597449909091,3.7858875233987,"High","Low","HighLow","1999-03-31",7,"HighGDP&LowInflation(7)"
"63","1999-04-30",4.43054330294688,8.00970873786403,3.7858875233987,"High","High","HighHigh","1999-04-30",9,"HighGDP&HighInflation(9)"
"64","1999-05-31",4.58730470249928,0.723327305605745,3.07663456793288,"Stable","Low","StableLow","1999-05-31",4,"StableGDP&LowInflation(4)"
"65","1999-06-30",-3.91697737600861,0,3.07663456793288,"Stable","Low","StableLow","1999-06-30",4,"StableGDP&LowInflation(4)"
"66","1999-07-31",5.36903063650567,5.06024096385534,3.07663456793288,"Stable","High","StableHigh","1999-07-31",6,"StableGDP&HighInflation(6)"
"67","1999-08-31",-3.663440539604,2.87942411517701,5.23865933512736,"High","Stable","HighStable","1999-08-31",8,"HighGDP&StableInflation(8)"
"68","1999-09-30",0.375590781714008,5.0269299820468,5.23865933512736,"High","High","HighHigh","1999-09-30",9,"HighGDP&HighInflation(9)"
"69","1999-10-31",-4.28854776072137,2.14541120381394,5.23865933512736,"High","Stable","HighStable","1999-10-31",8,"HighGDP&StableInflation(8)"
"70","1999-11-30",5.97137085539148,2.14158239143375,6.79834012312848,"High","Stable","HighStable","1999-11-30",8,"HighGDP&StableInflation(8)"
"71","1999-12-31",3.88066323763825,2.85035629453686,6.79834012312848,"High","Stable","HighStable","1999-12-31",8,"HighGDP&StableInflation(8)"
"72","2000-01-31",4.2632623844213,3.55450236966825,6.79834012312848,"High","High","HighHigh","2000-01-31",9,"HighGDP&HighInflation(9)"
"73","2000-02-29",-2.73556922750134,4.96160661547541,1.44704060766628,"Low","High","LowHigh","2000-02-29",3,"LowGDP&HighInflation(3)"
"74","2000-03-31",-1.50140781356025,7.05882352941176,1.44704060766628,"Low","High","LowHigh","2000-03-31",3,"LowGDP&HighInflation(3)"
"75","2000-04-30",6.41707842391992,-0.701754385964872,1.44704060766628,"Low","Low","LowLow","2000-04-30",1,"LowGDP&LowInflation(1)"
"76","2000-05-31",-3.46746830168463,2.10649502633107,7.32465868818439,"High","Stable","HighStable","2000-05-31",8,"HighGDP&StableInflation(8)"
"77","2000-06-30",-1.83686368821878,7.00934579439252,7.32465868818439,"High","High","HighHigh","2000-06-30",9,"HighGDP&HighInflation(9)"
"78","2000-07-31",2.57716982465508,3.48432055749129,7.32465868818439,"High","High","HighHigh","2000-07-31",9,"HighGDP&HighInflation(9)"
"79","2000-08-31",-2.64791665071843,0,0.534221138738726,"Low","Low","LowLow","2000-08-31",1,"LowGDP&LowInflation(1)"
"80","2000-09-30",6.83798320384992,6.25361899247254,0.534221138738726,"Low","High","LowHigh","2000-09-30",3,"LowGDP&HighInflation(3)"
"81","2000-10-31",-5.304413106839,2.07373271889409,0.534221138738726,"Low","Stable","LowStable","2000-10-31",2,"LowGDP&StableInflation(2)"
"82","2000-11-30",-1.10911620459968,2.07015526164451,2.49155835764522,"Stable","Stable","StableStable","2000-11-30",5,"StableGDPStableInflation(5)"
"83","2000-12-31",-8.32639074461228,2.7554535017222,2.49155835764522,"Stable","Stable","StableStable","2000-12-31",5,"StableGDPStableInflation(5)"
"84","2001-01-31",1.18227023319615,6.87285223367698,2.49155835764522,"Stable","High","StableHigh","2001-01-31",6,"StableGDP&HighInflation(6)"
"85","2001-02-28",3.27743837856616,2.73348519362191,-1.14071061843344,"Low","Stable","LowStable","2001-02-28",2,"LowGDP&StableInflation(2)"
"86","2001-03-31",-9.54900850788024,0.681818181818143,-1.14071061843344,"Low","Low","LowLow","2001-03-31",1,"LowGDP&LowInflation(1)"
"87","2001-04-30",-8.33575212248748,2.04429301533228,-1.14071061843344,"Low","Stable","LowStable","2001-04-30",2,"LowGDP&StableInflation(2)"
"88","2001-05-31",10.6008430802114,6.12244897959187,2.33822316034024,"Stable","High","StableHigh","2001-05-31",6,"StableGDP&HighInflation(6)"
"89","2001-06-30",-0.298825276681802,2.70727580372235,2.33822316034024,"Stable","Stable","StableStable","2001-06-30",5,"StableGDPStableInflation(5)"
"90","2001-07-31",-1.71128081337437,-2.02588632526719,2.33822316034024,"Stable","Low","StableLow","2001-07-31",4,"StableGDP&LowInflation(4)"
"91","2001-08-31",-1.75568337441797,0,-1.6601523731156,"Low","Low","LowLow","2001-08-31",1,"LowGDP&LowInflation(1)"
"92","2001-09-30",-5.69200888418039,4.7350620067643,-1.6601523731156,"Low","High","LowHigh","2001-09-30",3,"LowGDP&HighInflation(3)"
"93","2001-10-31",-7.89992313907886,-3.36889387984278,-1.6601523731156,"Low","Low","LowLow","2001-10-31",1,"LowGDP&LowInflation(1)"
"94","2001-11-30",4.30749478414381,-0.675675675675637,1.08948549104308,"Low","Low","LowLow","2001-11-30",1,"LowGDP&LowInflation(1)"
"95","2001-12-31",3.80855668728395,-0.676056338028131,1.08948549104308,"Low","Low","LowLow","2001-12-31",1,"LowGDP&LowInflation(1)"
"96","2002-01-31",1.86553891150549,2.02931228861319,1.08948549104308,"Low","Stable","LowStable","2002-01-31",2,"LowGDP&StableInflation(2)"
"97","2002-02-28",-1.94971481783262,2.02588632526738,3.49805686514711,"High","Stable","HighStable","2002-02-28",8,"HighGDP&StableInflation(8)"
"98","2002-03-31",1.12384005065194,3.37078651685393,3.49805686514711,"High","High","HighHigh","2002-03-31",9,"HighGDP&HighInflation(9)"
"99","2002-04-30",1.58386976853391,5.37815126050428,3.49805686514711,"High","High","HighHigh","2002-04-30",9,"HighGDP&HighInflation(9)"
"100","2002-05-31",-3.8136695012375,1.33853876185157,2.42293014511753,"Stable","Low","StableLow","2002-05-31",4,"StableGDP&LowInflation(4)"
"101","2002-06-30",-4.01093344814121,0.668523676880185,2.42293014511753,"Stable","Low","StableLow","2002-06-30",4,"StableGDP&LowInflation(4)"
"102","2002-07-31",-6.90198287281869,2.67260579064592,2.42293014511753,"Stable","Stable","StableStable","2002-07-31",5,"StableGDPStableInflation(5)"
"103","2002-08-31",-7.55820467430031,3.33333333333333,1.77828533169829,"Low","High","LowHigh","2002-08-31",3,"LowGDP&HighInflation(3)"
"104","2002-09-30",3.47117855238279,1.99445983379509,1.77828533169829,"Low","Stable","LowStable","2002-09-30",2,"LowGDP&StableInflation(2)"
"105","2002-10-31",-6.71297380874292,2.65486725663702,1.77828533169829,"Low","Stable","LowStable","2002-10-31",2,"LowGDP&StableInflation(2)"
"106","2002-11-30",5.09787672178903,1.98675496688749,0.619290545950683,"Low","Stable","LowStable","2002-11-30",2,"LowGDP&StableInflation(2)"
"107","2002-12-31",2.6152614664102,1.98347107438024,0.619290545950683,"Low","Stable","LowStable","2002-12-31",2,"LowGDP&StableInflation(2)"
"108","2003-01-31",-4.75608336244033,5.28052805280517,0.619290545950683,"Low","High","LowHigh","2003-01-31",3,"LowGDP&HighInflation(3)"
"109","2003-02-28",-2.40938817920664,6.57174151150055,2.21906696584244,"Stable","High","StableHigh","2003-02-28",6,"StableGDP&HighInflation(6)"
"110","2003-03-31",-2.82335846882281,1.96078431372556,2.21906696584244,"Stable","Stable","StableStable","2003-03-31",5,"StableGDPStableInflation(5)"
"111","2003-04-30",2.53931425625162,-4.56769983686797,2.21906696584244,"Stable","Low","StableLow","2003-04-30",4,"StableGDP&LowInflation(4)"
"112","2003-05-31",6.08925204274042,-1.96506550218329,3.44103927072496,"High","Low","HighLow","2003-05-31",7,"HighGDP&LowInflation(7)"
"113","2003-06-30",6.23267056899779,1.31219245489331,3.44103927072496,"High","Low","HighLow","2003-06-30",7,"HighGDP&LowInflation(7)"
"114","2003-07-31",1.61509804358981,3.93227744401962,3.44103927072496,"High","High","HighHigh","2003-07-31",9,"HighGDP&HighInflation(9)"
"115","2003-08-31",-0.355645320629627,5.22591181273823,6.79283772010168,"High","High","HighHigh","2003-08-31",9,"HighGDP&HighInflation(9)"
"116","2003-09-30",2.81676177047303,3.90243902439021,6.79283772010168,"High","High","HighHigh","2003-09-30",9,"HighGDP&HighInflation(9)"
"117","2003-10-31",1.30497669684468,-1.29659643435973,6.79283772010168,"High","Low","HighLow","2003-10-31",7,"HighGDP&LowInflation(7)"
"118","2003-11-30",4.18918490158959,0.64899945916708,4.59266819701263,"High","Low","HighLow","2003-11-30",7,"HighGDP&LowInflation(7)"
"119","2003-12-31",1.55409383437888,3.24324324324324,4.59266819701263,"High","High","HighHigh","2003-12-31",9,"HighGDP&HighInflation(9)"
"120","2004-01-31",3.27752511369883,5.17520215633431,4.59266819701263,"High","High","HighHigh","2004-01-31",9,"HighGDP&HighInflation(9)"
"121","2004-02-29",2.19213348302427,2.57648953301113,2.13498924934137,"Stable","Stable","StableStable","2004-02-29",5,"StableGDPStableInflation(5)"
"122","2004-03-31",2.49931337544629,2.57096946973758,2.13498924934137,"Stable","Stable","StableStable","2004-03-31",5,"StableGDPStableInflation(5)"
"123","2004-04-30",-1.58646560963892,1.92410475681461,2.13498924934137,"Stable","Stable","StableStable","2004-04-30",5,"StableGDPStableInflation(5)"
"124","2004-05-31",-1.43647135037696,5.12273212379925,3.04830545665556,"Stable","High","StableHigh","2004-05-31",6,"StableGDP&HighInflation(6)"
"125","2004-06-30",0.132404911364925,4.4633368756643,3.04830545665556,"Stable","High","StableHigh","2004-06-30",6,"StableGDP&HighInflation(6)"
"126","2004-07-31",0.539383561643825,1.27051349920586,3.04830545665556,"Stable","Low","StableLow","2004-07-31",4,"StableGDP&LowInflation(4)"
"127","2004-08-31",-2.40332301986051,0.634584875727092,3.78131219022427,"High","Low","HighLow","2004-08-31",7,"HighGDP&LowInflation(7)"
"128","2004-09-30",0.409124841246,3.80549682875279,3.78131219022427,"High","High","HighHigh","2004-09-30",9,"HighGDP&HighInflation(9)"
"129","2004-10-31",1.83838793461364,6.32244467860906,3.78131219022427,"High","High","HighHigh","2004-10-31",9,"HighGDP&HighInflation(9)"
"130","2004-11-30",-0.223753946507654,5.66037735849042,4.0066964470891,"High","High","HighHigh","2004-11-30",9,"HighGDP&HighInflation(9)"
"131","2004-12-31",5.49141461653222,0,4.0066964470891,"High","Low","HighLow","2004-12-31",7,"HighGDP&LowInflation(7)"
"132","2005-01-31",1.4178136484831,-0.625978090766788,4.0066964470891,"High","Low","HighLow","2005-01-31",7,"HighGDP&LowInflation(7)"
"133","2005-02-28",-0.643929301003643,5.01043841336124,4.42785414468949,"High","High","HighHigh","2005-02-28",9,"HighGDP&HighInflation(9)"
"134","2005-03-31",1.80306619586106,4.36590436590429,4.42785414468949,"High","High","HighHigh","2005-03-31",9,"HighGDP&HighInflation(9)"
"135","2005-04-30",-2.84680634340807,3.72863801139302,4.42785414468949,"High","High","HighHigh","2005-04-30",9,"HighGDP&HighInflation(9)"
"136","2005-05-31",-0.657989877078835,-0.61951471347441,1.84624524814574,"Low","Low","LowLow","2005-05-31",1,"LowGDP&LowInflation(1)"
"137","2005-06-30",3.70842128248055,0.619834710743767,1.84624524814574,"Low","Low","LowLow","2005-06-30",1,"LowGDP&LowInflation(1)"
"138","2005-07-31",-0.395655683054374,7.43417656169345,1.84624524814574,"Low","High","LowHigh","2005-07-31",3,"LowGDP&HighInflation(3)"
"139","2005-08-31",3.51515365035187,7.38840430990244,3.56533539374093,"High","High","HighHigh","2005-08-31",9,"HighGDP&HighInflation(9)"
"140","2005-09-30",-0.983595398543324,16.5221825599185,3.56533539374093,"High","High","HighHigh","2005-09-30",9,"HighGDP&HighInflation(9)"
"141","2005-10-31",0.636751108514089,1.81086519114678,3.56533539374093,"High","Stable","HighStable","2005-10-31",8,"HighGDP&StableInflation(8)"
"142","2005-11-30",-2.22093192045292,-6.0271220492215,2.52585249826113,"Stable","Low","StableLow","2005-11-30",4,"StableGDP&LowInflation(4)"
"143","2005-12-31",4.93572726002518,0,2.52585249826113,"Stable","Low","StableLow","2005-12-31",4,"StableGDP&LowInflation(4)"
"144","2006-01-31",-1.10182750241337,7.26905603230702,2.52585249826113,"Stable","High","StableHigh","2006-01-31",6,"StableGDP&HighInflation(6)"
"145","2006-02-28",3.00656344665096,0.602107375815319,5.32114849823094,"High","Low","HighLow","2006-02-28",7,"HighGDP&LowInflation(7)"
"146","2006-03-31",0.607778585607721,1.80541624874614,5.32114849823094,"High","Stable","HighStable","2006-03-31",8,"HighGDP&StableInflation(8)"
"147","2006-04-30",0.695859756246109,6.00901352028042,5.32114849823094,"High","High","HighHigh","2006-04-30",9,"HighGDP&HighInflation(9)"
"148","2006-05-31",0.405599367813303,3.58744394618848,0.934798958225348,"Low","High","LowHigh","2006-05-31",3,"LowGDP&HighInflation(3)"
"149","2006-06-30",-1.49939365709101,2.9806259314456,0.934798958225348,"Low","Stable","LowStable","2006-06-30",2,"LowGDP&StableInflation(2)"
"150","2006-07-31",-0.15572768039136,6.54112983151632,0.934798958225348,"Low","High","LowHigh","2006-07-31",3,"LowGDP&HighInflation(3)"
"151","2006-08-31",-1.00033480593504,5.32281912272059,0.618531168182369,"Low","High","LowHigh","2006-08-31",3,"LowGDP&HighInflation(3)"
"152","2006-09-30",3.24166487948927,-5.88812561334642,0.618531168182369,"Low","Low","LowLow","2006-09-30",1,"LowGDP&LowInflation(1)"
"153","2006-10-31",1.20641718065897,-5.32544378698228,0.618531168182369,"Low","Low","LowLow","2006-10-31",1,"LowGDP&LowInflation(1)"
"154","2006-11-30",2.92088352779576,0.594353640416014,3.40746091963861,"High","Low","HighLow","2006-11-30",7,"HighGDP&LowInflation(7)"
"155","2006-12-31",2.85256262751776,6.5346534653465,3.40746091963861,"High","High","HighHigh","2006-12-31",9,"HighGDP&HighInflation(9)"
"156","2007-01-31",1.33787744326697,1.99113737075343,3.40746091963861,"High","Stable","HighStable","2007-01-31",8,"HighGDP&StableInflation(8)"
"157","2007-02-28",2.78466667157271,4.65402065504301,0.941972428156525,"Low","High","LowHigh","2007-02-28",3,"LowGDP&HighInflation(3)"
"158","2007-03-31",-2.69991623171596,6.24014572091693,0.941972428156525,"Low","High","LowHigh","2007-03-31",3,"LowGDP&HighInflation(3)"
"159","2007-04-30",1.52685798381162,3.60079498071027,0.941972428156525,"Low","High","LowHigh","2007-04-30",3,"LowGDP&HighInflation(3)"
"160","2007-05-31",3.63399166515674,4.95959281995476,2.29148960120118,"Stable","High","StableHigh","2007-05-31",6,"StableGDP&HighInflation(6)"
"161","2007-06-30",3.42194154795123,2.78010205315478,2.29148960120118,"Stable","Stable","StableStable","2007-06-30",5,"StableGDPStableInflation(5)"
"162","2007-07-31",-1.20366237946471,2.13671501780579,2.29148960120118,"Stable","Stable","StableStable","2007-07-31",5,"StableGDPStableInflation(5)"
"163","2007-08-31",-3.6029623139998,0.369936850623669,2.17308530918685,"Stable","Low","StableLow","2007-08-31",4,"StableGDP&LowInflation(4)"
"164","2007-09-30",1.04091225379512,5.085064068918,2.17308530918685,"Stable","High","StableHigh","2007-09-30",6,"StableGDP&HighInflation(6)"
"165","2007-10-31",4.92256015291208,3.69988539753629,2.17308530918685,"Stable","High","StableHigh","2007-10-31",6,"StableGDP&HighInflation(6)"
"166","2007-11-30",-1.71523484853559,9.43066112146855,2.43136765292169,"Stable","High","StableHigh","2007-11-30",6,"StableGDP&HighInflation(6)"
"167","2007-12-31",-2.25147872543408,3.47761746207911,2.43136765292169,"Stable","High","StableHigh","2007-12-31",6,"StableGDP&HighInflation(6)"
"168","2008-01-31",-0.298374278464064,4.13724609236452,2.43136765292169,"Stable","High","StableHigh","2008-01-31",6,"StableGDP&HighInflation(6)"
"169","2008-02-29",-4.75611120434077,2.90139225352779,-2.29879938208217,"Low","Stable","LowStable","2008-02-29",2,"LowGDP&StableInflation(2)"
"170","2008-03-31",-4.16844083574377,4.29363336734244,-2.29879938208217,"Low","High","LowHigh","2008-03-31",3,"LowGDP&HighInflation(3)"
"171","2008-04-30",2.52880431451861,2.77725722424213,-2.29879938208217,"Low","Stable","LowStable","2008-04-30",2,"LowGDP&StableInflation(2)"
"172","2008-05-31",2.75857946606695,7.10098998794061,2.06554839480347,"Stable","High","StableHigh","2008-05-31",6,"StableGDP&HighInflation(6)"
"173","2008-06-30",-0.850002544917805,12.5738820118211,2.06554839480347,"Stable","High","StableHigh","2008-06-30",6,"StableGDP&HighInflation(6)"
"174","2008-07-31",-6.92798474625989,8.56973370182512,2.06554839480347,"Stable","High","StableHigh","2008-07-31",6,"StableGDP&HighInflation(6)"
"175","2008-08-31",-1.77917155846919,-1.78617087336081,-2.1654223622342,"Low","Low","LowLow","2008-08-31",1,"LowGDP&LowInflation(1)"
"176","2008-09-30",1.66619870843527,1.02611001874806,-2.1654223622342,"Low","Low","LowLow","2008-09-30",1,"LowGDP&LowInflation(1)"
"177","2008-10-31",-9.58794937348104,-10.3181238777944,-2.1654223622342,"Low","Low","LowLow","2008-10-31",1,"LowGDP&LowInflation(1)"
"178","2008-11-30",-17.201804836753,-21.2465725016706,-8.65524497556395,"Low","Low","LowLow","2008-11-30",1,"LowGDP&LowInflation(1)"
"179","2008-12-31",-15.9110792549884,-9.88022687928387,-8.65524497556395,"Low","Low","LowLow","2008-12-31",1,"LowGDP&LowInflation(1)"
"180","2009-01-31",11.2891095066185,3.03692560951379,-8.65524497556395,"Low","Stable","LowStable","2009-01-31",2,"LowGDP&StableInflation(2)"
"181","2009-02-28",-8.2730733707283,4.37119278262481,-4.49078018977914,"Low","High","LowHigh","2009-02-28",3,"LowGDP&HighInflation(3)"
"182","2009-03-31",-14.5879637020028,-1.18473942784612,-4.49078018977914,"Low","Low","LowLow","2009-03-31",1,"LowGDP&LowInflation(1)"
"183","2009-04-30",15.0078353005449,1.20849902350643,-4.49078018977914,"Low","Low","LowLow","2009-04-30",1,"LowGDP&LowInflation(1)"
"184","2009-05-31",8.42042102105105,1.76579270270661,-0.575958996934544,"Low","Stable","LowStable","2009-05-31",2,"LowGDP&StableInflation(2)"
"185","2009-06-30",7.39865332287968,9.95953469594674,-0.575958996934544,"Low","High","LowHigh","2009-06-30",3,"LowGDP&HighInflation(3)"
"186","2009-07-31",-2.12025893997788,-0.357558545556085,-0.575958996934544,"Low","Low","LowLow","2009-07-31",1,"LowGDP&LowInflation(1)"
"187","2009-08-31",8.65707328843748,4.01814405335168,1.45644440306625,"Low","High","LowHigh","2009-08-31",3,"LowGDP&HighInflation(3)"
"188","2009-09-30",-0.534991470419,2.31706468008075,1.45644440306625,"Low","Stable","LowStable","2009-09-30",2,"LowGDP&StableInflation(2)"
"189","2009-10-31",3.52963861290683,3.60231815844469,1.45644440306625,"Low","High","LowHigh","2009-10-31",3,"LowGDP&HighInflation(3)"
"190","2009-11-30",1.09199627505758,4.01830870772113,4.39353641680927,"High","High","HighHigh","2009-11-30",9,"HighGDP&HighInflation(9)"
"191","2009-12-31",6.09430906922399,0.624211679571335,4.39353641680927,"High","Low","HighLow","2009-12-31",7,"HighGDP&LowInflation(7)"
"192","2010-01-31",0.923099420549467,0.778478653949626,4.39353641680927,"High","Low","HighLow","2010-01-31",7,"HighGDP&LowInflation(7)"
